N-PSA,VNS1,VNS10,VNS30,B&BA,BN-PSA,BVNS30
15739,15736,15736,15714,16114,15857,15714
16049,15960,15960,15960,16147,16125,15960
16156,16110,16110,16110,16410,16110,16110
14681,14681,14680,14680,14910,14685,14680
17442,17364,17362,17358,17726,17530,17358
15548,15512,15512,15506,15553,15530,15506
16086,16069,16069,16069,16514,16343,16069
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,112,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
4349,4110,4110,4110,5256,4239,4110
3276,3258,3258,3258,3601,3329,3258
1609,1564,1512,1512,2226,1512,1512
1472,1472,1472,1472,1870,1472,1472
4972,4961,4961,4954,5662,4967,4961
2301,2301,2301,2301,3263,2301,2301
2645,2573,2573,2573,2959,2573,2573
2370,2370,2370,2370,2915,2370,2370
5581,5581,5581,5581,6339,5581,5581
3724,3689,3689,3689,4080,3809,3689
10102,9816,9795,9795,10509,10072,9767
8942,8942,8942,8942,8990,8942,8942
7861,7672,7672,7672,8133,7715,7672
12853,12732,12732,12732,12867,12831,12732
6741,6741,6741,6741,8185,6826,6741
9554,9483,9483,9468,9468,9749,9468
14364,14287,14302,14277,14409,14308,14277
10860,10606,10604,10602,11130,10629,10602
10510,10477,10477,10477,10962,10477,10477
11873,11573,11540,11540,12033,11900,11540
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1076,1076,1076,1076,1089,1076,1076
3818,3818,3818,3818,4614,3853,3818
2619,2619,2619,2619,3123,2787,2619
3018,2922,2887,2887,3854,2960,2887
1072,1072,1072,1072,1493,1072,1072
4504,4434,4434,4434,4574,4504,4434
925,925,925,925,1059,925,925
1482,1482,1482,1482,1521,1482,1482
4740,4725,4656,4656,5087,4656,4656
1648,1648,1648,1648,1813,1656,1648
12100,12100,12130,12100,13027,12375,12100
16781,16624,16624,16624,16769,16735,16624
12367,12383,12361,12361,12415,12361,12361
17052,16542,16542,16542,16730,16672,16542
13583,13583,13530,13530,13759,13643,13541
13362,13268,13241,13241,13635,13299,13241
14794,14790,14790,14790,14971,15061,14790
13921,13836,13836,13836,14209,13929,13836
11197,11130,11130,11130,11783,11266,11130
13516,13298,13298,13277,13471,13445,13298
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1715,1715,1715,1715,2214,1715,1715
2330,2330,2330,2330,2726,2399,2330
3472,3472,3472,3472,4242,3763,3472
1863,1863,1863,1863,2290,1899,1863
2333,2333,2333,2333,2333,2333,2333
4301,4301,4301,4301,4956,4310,4301
4088,4071,4071,4071,5363,4139,4071
2977,2938,2938,2938,4095,2977,2938
868,844,824,824,875,844,824
1135,1135,1135,1135,1321,1135,1135
13958,13916,13937,13916,14273,13987,13916
14682,14427,14465,14427,14624,15003,14427
13397,13355,13316,13306,13787,13364,13319
13023,13016,13016,13016,13444,13023,13016
8750,8694,8691,8691,9037,8994,8691
14083,13971,13954,13954,14250,13954,13954
12220,11936,11936,11936,12497,12014,11936
12748,12667,12559,12559,13272,12725,12559
14678,14654,14667,14654,14943,14910,14654
10438,10297,10297,10297,10449,10692,10297
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2179,2179,2179,2179,2896,2179,2179
211,211,211,211,211,211,211
160,160,160,160,163,160,160
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,23,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
898,898,898,898,898,898,898
6938,6899,6899,6899,6939,6929,6899
14494,14443,14439,14439,14443,14502,14439
15715,15604,15601,15601,15823,15684,15601
7887,7857,7857,7851,7914,7887,7857
19542,19162,19157,19157,19405,19239,19157
7224,7155,7155,7155,7218,7155,7155
13897,13898,13897,13897,13927,13905,13897
15379,15060,15060,15060,15084,15338,15060
18295,18263,18263,18263,18438,18273,18263
9151,9078,9078,9078,9081,9087,9078
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1809,1809,1809,1809,1809,1809,1809
0,0,0,0,0,0,0
2800,2800,2800,2800,3411,2800,2800
1724,1724,1724,1724,2048,1765,1724
2471,2302,2302,2302,2471,2321,2302
221,221,221,221,221,221,221
0,0,0,0,0,0,0
9,9,9,9,359,9,9
0,0,0,0,0,0,0
9505,9431,9431,9431,9762,9557,9431
9964,9873,9873,9873,9927,9934,9873
18009,17918,17947,17887,18302,17954,17887
13508,13488,13488,13488,13577,13798,13488
16181,15956,15853,15853,16532,16023,15853
15558,15365,15342,15357,15925,15397,15341
10318,10206,10206,10206,10728,10358,10206
11896,11868,11868,11868,11978,11896,11868
13888,13890,13888,13888,14169,14111,13888
11039,10975,10954,10954,11048,11049,10954
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
19,19,19,19,107,19,19
5486,5375,5375,5375,6151,5375,5375
0,0,0,0,0,0,0
1223,1223,1223,1223,1373,1223,1223
168,168,168,168,532,168,168
258,258,258,258,312,258,258
6120,6120,6120,6120,6147,6146,6120
2100,2100,2100,2030,2105,2100,2030
5004,5004,5004,5004,5996,5004,5004
1326,1318,1318,1318,1548,1318,1318
7421,7421,7421,7421,8300,7659,7421
18248,18148,18148,18148,18158,18271,18148
7925,7879,7879,7879,8281,7925,7879
8143,8131,8131,8131,8214,8155,8084
14300,14130,14130,14130,14300,14238,14130
16075,16075,16075,16075,16214,16091,16075
12326,12343,12315,12315,12339,12315,12315
8531,8486,8486,8476,8531,8477,8476
21273,21069,21024,21024,21082,21284,21024
14530,14335,14335,14335,14604,14438,14335
1981,1981,1981,1981,2908,1981,1981
1553,1533,1533,1533,1849,1553,1533
1339,1339,1339,1339,1532,1339,1339
1842,1787,1787,1787,2250,1801,1787
1555,1555,1555,1555,2157,1613,1555
1794,1762,1762,1762,2229,1857,1762
1907,1907,1907,1907,2336,1907,1907
2662,2662,2649,2649,3114,2702,2649
1622,1622,1622,1622,1820,1622,1622
2022,1997,1997,1978,2484,2044,1978
12574,12511,12511,12511,13073,12511,12511
12732,12629,12626,12626,13489,12626,12626
13854,13844,13844,13844,15140,13844,13844
13491,13453,13453,13453,14131,13477,13453
12451,12451,12451,12451,12979,12451,12451
11892,11755,11772,11749,12490,11890,11749
12213,11944,11818,11818,13451,12178,11818
15957,15869,15869,15869,17721,16228,15869
14991,14860,14860,14860,15698,15172,14860
15059,15059,14913,14913,15646,15059,14913
41157,40730,40623,40578,42100,41190,40561
38797,38759,38662,38662,39765,38956,38684
38204,37998,37998,37998,39358,38274,37998
34908,34675,34559,34559,36116,34837,34559
38176,37881,37657,37607,39186,38035,37575
35888,35066,34995,34995,36345,35212,34995
31997,31556,31529,31529,32591,32102,31529
37052,36949,36784,36804,37837,36965,36784
36909,36843,36665,36633,39091,36916,36672
38143,37722,37722,37705,38939,37972,37706
1854,1855,1842,1842,2590,1888,1842
2143,2143,2143,2143,2188,2143,2143
2548,2548,2548,2548,3242,2548,2548
1835,1835,1835,1835,1835,1836,1835
1831,1831,1831,1831,2232,1831,1831
2783,2783,2783,2783,3684,2809,2783
1480,1480,1480,1480,2063,1480,1480
2095,2017,2017,2017,2674,2044,2017
1765,1765,1765,1765,1935,1765,1765
2591,2568,2568,2568,3501,2568,2568
13836,13836,13836,13836,14885,14098,13836
14218,14119,14078,14078,16173,14174,14078
14789,14794,14687,14687,15947,14745,14686
13434,13228,13228,13228,13729,13228,13228
14713,14726,14713,14713,15418,14713,14713
15381,15223,15223,15223,16916,15401,15223
14762,14776,14648,14648,15427,14778,14648
14314,14273,14251,14251,15501,14309,14251
14468,14330,14286,14279,15471,14368,14279
16940,16616,16571,16558,18373,16831,16558
41155,41129,40725,40628,42520,40820,40644
39445,39155,39155,39122,40904,39505,39129
41280,40868,40787,40775,42464,41228,40753
39590,39393,39453,39379,41162,39865,39372
40129,39834,39829,39809,41449,40082,39809
37766,37565,37562,37480,38293,38302,37545
39664,39299,39184,39182,40577,39573,39201
42523,41772,41739,41739,43032,42078,41739
36844,36846,36728,36728,38432,36901,36728
41734,41468,41381,41394,43258,41968,41389
2574,2574,2574,2574,3610,2602,2574
2409,2409,2409,2409,2733,2409,2409
2061,2045,2045,2045,2665,2061,2045
1914,1880,1880,1880,3040,1895,1880
2336,2336,2336,2336,3334,2337,2336
1703,1699,1699,1699,2047,1699,1699
2367,2367,2367,2367,3272,2431,2367
1742,1742,1742,1742,2138,1754,1742
2007,2007,2007,2007,2348,2007,2007
1694,1678,1678,1678,2373,1678,1678
13073,12997,12997,12997,13831,12997,12997
14408,14379,14379,14379,16170,14570,14379
14456,14013,13979,13979,16135,14204,13979
15158,15076,15053,15053,16268,15125,15049
14989,14785,14780,14780,16601,14958,14780
14063,13998,13998,13998,14465,14264,13998
13724,13719,13694,13694,15399,13721,13694
14714,14569,14379,14379,15699,14568,14379
12743,12743,12634,12634,14380,12634,12634
13094,13059,13047,13047,13895,13094,13047
40477,39937,39880,39793,41376,40395,39742
41282,40619,40481,40489,41982,40810,40477
39012,38709,38646,38646,40674,38948,38651
42255,41865,41824,41814,43395,42067,41824
42277,41999,41966,41946,43974,42262,41889
42486,42384,42242,42251,43019,42659,42230
42210,41916,41916,41916,42275,41970,41916
38757,38191,37976,37975,39297,38071,37979
37935,37882,37772,37734,39023,37975,37850
40678,40581,40485,40485,42693,40670,40485
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2608,2603,2603,2603,3262,2611,2603
2864,2864,2864,2864,3989,2869,2864
6200,6142,6142,6142,7017,6264,6142
3207,3203,3113,3113,4319,3264,3113
7117,6770,6770,6770,10761,6770,6770
6171,5947,5871,5871,9345,6027,5871
4398,4398,4398,4398,6101,4594,4398
8895,8877,8877,8877,13500,9539,8877
6772,6560,6560,6560,9099,6560,6560
6869,6672,6597,6597,9462,6713,6597
21742,21710,21664,21673,23442,21864,21673
27217,26999,26933,26933,29714,27057,26933
23566,23248,23248,23248,26394,23349,23248
29082,28577,28543,28557,32150,29317,28557
29497,29584,29373,29373,32543,29459,29363
25003,24016,23984,23984,25763,24343,23984
36744,36520,36439,36479,38517,36935,36453
28825,28456,28419,28431,32048,28744,28431
34758,34627,34578,34597,35858,35120,34575
30194,29665,29526,29513,32535,30282,29526
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2284,2284,2284,2284,2769,2322,2284
9430,9227,9209,9209,12640,9360,9209
4490,4035,4035,4035,4816,4490,4035
5031,4983,4974,4974,6235,5031,4974
7415,7047,7047,7047,10316,7068,7047
5320,5232,5232,5232,6689,5232,5232
6416,6494,6416,6416,8186,6492,6416
4113,4113,4113,4113,5414,4195,4113
5096,5063,5063,5063,7185,5064,5063
5864,5841,5841,5841,7262,6007,5841
24852,24850,24846,24846,28250,24955,24846
24759,24542,24422,24422,30541,24921,24384
28500,28106,28077,28044,31433,28400,28044
33635,32473,32326,32314,35090,33695,32224
33198,33320,32868,32868,35530,34477,32868
34070,33493,33541,33455,35513,33853,33540
36884,36311,36272,36272,38563,37438,36267
22910,22617,22532,22519,27113,22862,22533
33378,32977,32962,32906,35170,33941,32906
36038,35472,35435,35418,38545,35776,35418
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6232,6200,6200,6200,8359,6200,6200
6893,6617,6617,6617,8779,6711,6617
4265,4228,4228,4228,5552,4237,4228
3824,3819,3819,3819,5091,3901,3819
4030,3982,3969,3969,6569,4030,3969
7253,7081,7036,7012,11650,7366,7012
3832,3686,3686,3686,5133,3884,3686
3872,3872,3872,3872,5678,3919,3872
3801,3710,3705,3705,4942,3710,3705
3229,3193,3184,3184,3847,3341,3184
25252,24638,24468,24502,27529,24989,24498
28738,28583,28542,28443,31235,28659,28443
30695,30603,30584,30551,33366,30929,30530
29940,29907,29888,29888,33311,30174,29888
26595,26164,25930,25930,28256,26527,25938
47698,47121,47129,47135,48437,48440,47111
32751,32039,32110,32056,33907,32809,32039
35187,34894,34792,34786,36365,35411,34786
37279,36892,36719,36774,38109,37019,36720
33035,32740,32666,32685,35714,32968,32638
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
186,186,186,186,1410,257,186
1869,1802,1802,1802,3175,1802,1802
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
98,36,36,36,127,36,36
31449,30895,30842,30842,31812,31067,30842
25451,24915,24798,24798,26348,25021,24832
28018,27907,27871,27871,28830,27901,27871
32833,32526,32424,32414,33941,32846,32414
26908,26704,26685,26669,27932,26817,26669
47313,46653,46740,46582,49130,47109,46620
38637,38189,38017,38017,39891,38816,38031
22432,22296,22286,22286,23144,22332,22286
22519,22452,22401,22415,23435,22899,22412
42226,41930,41925,41925,43295,42241,41925
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
479,479,479,479,500,483,479
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2743,2723,2723,2723,3862,2844,2723
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1725,1674,1674,1674,2687,1716,1674
3143,3093,3093,3093,3945,3093,3093
3485,3441,3441,3441,6114,3441,3441
18157,18039,18033,18012,20139,18110,18012
24365,24450,24352,24319,24763,25447,24321
26300,25897,25891,25891,27250,26180,25891
35810,35339,35134,35121,36648,35823,35150
32912,32753,32703,32690,34332,33562,32748
27172,26957,26930,26836,28689,27582,26858
14490,13883,13788,13788,16338,13884,13788
34078,33798,33776,33765,34404,34341,33721
35789,35224,35165,35184,37145,36086,35139
25885,25784,25754,25586,26686,26050,25623
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
37,37,37,37,98,37,37
4151,3962,3962,3962,8269,4250,3962
123,123,123,123,183,123,123
2623,2623,2623,2623,4017,2655,2623
0,0,0,0,0,0,0
33,33,33,33,33,33,33
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
27658,27504,27377,27377,28328,27866,27358
19545,19161,19154,19157,21247,19442,19141
13498,13286,13252,13218,18185,13491,13218
22060,21886,21786,21738,23267,22421,21753
36420,35875,35800,35841,37726,36086,35817
39927,39867,39808,39747,40708,40194,39742
26936,26352,26285,26285,27511,26673,26285
32937,32767,32735,32665,34293,33173,32687
30209,30023,30028,30023,32417,30330,30029
30614,29750,29756,29708,31834,30381,29868
3676,3604,3543,3543,4854,3662,3543
3617,3566,3566,3566,5777,3573,3566
3962,3950,3950,3950,5590,3950,3950
4022,4021,4021,4021,5383,4022,4021
5436,5200,5197,5197,7221,5253,5197
3695,3636,3594,3594,5720,3695,3594
4693,4405,4405,4405,6544,4460,4405
4712,4824,4712,4712,6419,4824,4712
4040,4040,4040,4040,5485,4065,4040
3952,3890,3786,3786,5129,3786,3786
31136,31488,31091,31075,34872,31801,31075
33654,33501,33457,33473,38211,33594,33463
30298,29741,29659,29672,31687,30638,29719
34152,33841,33686,33655,36718,34020,33685
31393,30999,30920,30892,39030,31183,30894
34882,34411,34159,34093,38310,35049,34097
29386,29176,29095,29095,34583,29896,29129
31373,31372,31270,31266,33110,31328,31266
32389,32175,32025,32009,38593,32719,31983
36324,35881,35841,35837,39366,36602,35837
94435,93294,92998,93145,96789,95224,93070
99400,98191,97287,97090,101408,99382,97126
87615,87609,86800,86731,89202,87706,86683
84151,83284,82924,82831,90396,83631,82908
88036,87604,87264,87394,91749,88900,87292
94163,93889,93889,93735,100855,95037,93831
93930,92738,92496,92463,96843,94582,92393
94482,93821,93811,93858,97068,95395,93829
91742,90017,89740,89848,94779,91081,90200
96078,94581,94268,94370,97450,95828,94336
4418,4426,4418,4418,6768,4418,4418
3763,3678,3665,3665,4784,3678,3665
4345,4362,4345,4345,5493,4345,4345
5054,4767,4767,4767,6307,4774,4767
4579,4514,4453,4453,6406,4574,4453
3595,3534,3534,3534,4832,3595,3534
4137,4133,4063,4059,4954,4163,4059
4029,3878,3878,3878,5837,3917,3878
3949,3949,3949,3949,5300,3990,3949
5038,4967,4967,4967,5352,5033,4967
35634,35557,35177,35185,37721,36388,35165
38370,37205,37138,37111,41366,37876,36954
32837,32240,32072,32035,34613,33120,32071
30263,30203,30189,30198,35488,30417,30198
34158,33429,33146,33150,36866,34265,33073
36052,35550,35569,35402,40135,36666,35512
36027,35349,35199,35295,36895,35738,35212
34130,33670,33542,33497,37316,34667,33309
31166,30999,30999,30999,33591,31268,30973
36720,36163,35879,35747,39889,36396,35788
95624,94553,94108,93965,98082,96305,93993
89265,89368,88371,88391,94390,88956,88544
98661,98112,98199,98110,102306,100067,98028
92476,91848,91403,91312,95280,92852,91474
102260,101421,101203,101107,106890,102718,101018
95173,94483,93824,92993,99602,94757,93424
86698,85546,85609,85645,90132,86318,85411
89867,89545,87983,88482,96556,89847,88203
98622,98229,97198,97008,101113,98375,96880
95940,96220,95506,95316,98766,96216,95572
4413,4315,4313,4313,6384,4326,4313
3972,3857,3849,3849,6683,3867,3849
4575,4568,4566,4566,5932,4575,4566
5457,5439,5439,5439,7345,5667,5439
5043,5002,4911,4910,7575,5123,4909
3576,3576,3567,3567,4320,3568,3567
3793,3786,3771,3771,4362,3774,3771
4305,4305,4305,4305,5481,4371,4305
5239,5024,5004,5004,6851,5300,5004
4697,4695,4606,4606,6238,4785,4606
34854,34145,34095,33955,38142,34254,33955
35010,34711,34580,34600,38880,35076,34609
38336,38222,38064,38028,41641,38974,38041
35470,35088,35051,35051,38677,36159,35037
36626,35618,35554,35423,40871,36435,35403
36275,36116,36074,36074,39446,36493,36074
35305,34919,34771,34771,37391,35052,34771
34337,34283,33995,33894,37719,34775,33969
32984,32641,32639,32639,36551,33045,32639
29700,29607,29605,29594,33009,29792,29585
100078,99556,99265,98977,103492,100239,99045
103117,102146,101190,101295,103987,102551,101509
96199,94272,93842,94127,100589,94929,93875
103552,101785,101547,101431,106868,103127,101381
99025,98087,97782,97547,101605,98921,97507
95427,95718,95171,95051,98841,95662,94698
98773,98684,98174,97766,104407,99209,98045
101208,99354,99222,99221,103952,101437,99509
98917,98601,98305,98177,106308,99807,98146
103575,102845,102483,102453,107124,104011,102491
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8996,8570,8531,8531,16969,8951,8531
7321,7279,7277,7277,10519,7994,7277
9378,9279,9332,9332,12702,9576,9279
4880,4877,4765,4765,6122,4995,4765
5175,5132,5132,5132,7208,5175,5132
6797,6391,6380,6380,12623,6385,6380
9027,8683,8503,8503,11924,8766,8503
7324,7194,7194,7194,10338,7501,7194
11135,11135,11135,11135,16196,11395,11135
9901,9792,9790,9790,15984,9859,9790
71482,70459,69860,69515,80362,72557,69872
64642,64167,63875,63856,76709,64534,63776
63663,63118,62629,62602,73932,64691,62629
55028,54568,54297,54217,65723,55930,54125
72924,72280,72135,72040,85243,73241,72022
67775,67326,67035,67000,76664,67793,66981
68834,68560,68210,67975,79794,68637,68224
90480,88774,88647,88512,96654,90092,88528
62564,61763,61594,61536,72817,61977,61498
77489,76395,76078,76145,82326,78102,76288
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
19387,19396,19217,19162,28693,20044,19149
15938,14561,14555,14515,21176,14802,14507
11635,11250,10967,10954,16735,11637,10920
12832,12735,12561,12558,22580,12631,12561
9990,9956,9946,9946,12568,10248,9946
9662,9389,9196,9219,11876,9594,9206
13667,13648,13567,13512,21191,14290,13553
11306,11408,11026,11026,18455,11915,11026
12070,11745,11650,11620,17321,11915,11629
8717,8717,8703,8703,12338,8769,8703
80527,78911,78507,78234,88694,79661,78444
59961,59453,59141,59195,69968,60225,59173
66570,65811,65519,65566,78810,66768,65550
77288,76594,76266,76203,86856,77863,76330
75717,75018,74231,73968,83230,75258,73879
87032,87197,84925,85187,95697,87000,85032
60918,60658,60203,60073,75174,61092,60093
50610,50171,49402,49184,68409,50815,49265
68327,67393,66916,66825,78779,68067,66992
75978,74931,74671,74912,81756,77081,74912
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
9119,9088,9039,9039,12309,9222,9039
11285,11058,11058,11058,16090,11185,11058
9340,9475,9277,9375,13857,9835,9301
13858,13742,13700,13711,19777,13791,13700
12512,12517,12228,12169,15664,12508,12153
13706,13060,13060,13060,18163,13617,13060
9150,8964,9018,8964,15741,9260,8964
8552,8371,8371,8371,10728,8516,8371
11810,11740,11740,11740,17076,11823,11740
9867,9729,9650,9650,15189,10338,9650
82889,80505,80505,80084,91765,83162,80247
98406,97136,96586,96176,104233,97667,96458
76521,75080,75080,74829,88075,76276,74715
81537,81903,80691,80740,91136,82367,80798
81251,79924,78663,78297,87283,79449,78545
65779,64710,64422,64482,73382,65080,64384
59453,58499,58067,58037,69082,58963,57875
75307,74646,73390,73282,84441,77301,73296
74012,73813,73703,73571,85286,74615,73633
85170,85684,84417,84290,91182,86531,84236
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2935,2944,2917,2917,5190,2944,2935
104,41,41,41,117,41,41
1841,1841,1810,1810,2867,1841,1810
3419,3419,3419,3419,5261,3419,3419
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10524,10381,9874,9878,18206,10809,9871
213,157,157,157,1976,218,157
0,0,0,0,0,0,0
