Problem1,6,5,,,,,,,,,,,,
 ,21,10,31,45,12,41,308,,,,,,,
4,80,98,45,10,95,85,,,,,,,,
 ,27,38,30,50,27,10,397,,,,,,,
5,17,31,36,26,81,22,,,,,,,,
 ,0,35,8,48,48,17,272,,,,,,,
6,4,5,14,25,56,58,,,,,,,,
 ,32,22,49,47,48,27,264,,,,,,,
Problem7,6,5,,,,,,,,,,,,
1,33,13,96,41,5,90,,,,,,,,
 ,34,17,3,32,26,32,227,,,,,,,
2,88,100,27,2,12,16,,,,,,,,
 ,44,34,21,2,12,15,202,,,,,,,
3,99,39,21,36,48,12,,,,,,,,
 ,25,43,47,14,45,29,453,,,,,,,
4,18,85,44,94,68,20,,,,,,,,
 ,46,10,6,44,25,11,219,,,,,,,
5,34,71,16,20,43,88,,,,,,,,
 ,18,17,23,23,5,23,386,,,,,,,
6,37,22,33,21,94,78,,,,,,,,
 ,2,34,21,26,37,8,174,,,,,,,
Problem8,6,5,,,,,,,,,,,,
1,85,18,54,45,94,96,,,,,,,,
 ,6,4,3,28,9,18,447,,,,,,,
2,73,76,39,13,39,98,,,,,,,,
 ,33,5,44,32,39,7,550,,,,,,,
3,30,28,41,5,79,56,,,,,,,,
 ,7,16,41,2,13,42,231,,,,,,,
4,83,40,82,85,8,76,,,,,,,,
 ,36,6,35,40,26,8,489,,,,,,,
5,97,13,97,70,84,55,,,,,,,,
 ,19,4,10,21,23,27,249,,,,,,,
6,53,13,59,83,93,71,,,,,,,,
 ,26,17,3,36,15,12,362,,,,,,,
Problem9,6,5,,,,,,,,,,,,
1,81,38,95,70,35,48,,,,,,,,
 ,5,10,25,50,35,3,295,,,,,,,
2,19,95,54,55,22,64,,,,,,,,
 ,48,11,13,45,25,1,240,,,,,,,
3,25,97,93,67,82,6,,,,,,,,
 ,14,36,37,47,50,23,172,,,,,,,
4,35,27,38,8,94,71,,,,,,,,
 ,6,15,38,40,26,16,205,,,,,,,
5,50,88,52,19,37,2,,,,,,,,
 ,35,14,44,17,33,43,349,,,,,,,
6,29,77,21,5,18,34,,,,,,,,
 ,20,39,13,41,19,49,331,,,,,,,
Problem10,6,5,,,,,,,,,,,,
1,87,78,12,3,97,67,,,,,,,,
 ,31,31,40,50,46,35,299,,,,,,,
2,57,13,50,60,87,46,,,,,,,,
 ,5,12,45,36,8,11,395,,,,,,,
3,17,55,20,90,40,91,,,,,,,,
 ,10,25,49,48,26,39,386,,,,,,,
4,7,24,18,67,41,18,,,,,,,,
 ,13,10,41,7,32,17,426,,,,,,,
5,29,12,99,10,52,79,,,,,,,,
 ,45,33,9,24,25,7,269,,,,,,,
6,31,14,100,30,85,5,,,,,,,,
 ,39,33,36,47,50,49,199,,,,,,,
Problem11,6,10,,,,,,,,,,,,
1,21,7,46,5,64,48,91,85,23,19,77,,,
 ,46,3,8,15,3,27,40,3,10,23,48,412,,
2,62,47,78,17,31,49,32,69,55,46,39,,,
 ,26,16,12,27,6,15,23,6,20,40,39,203,,
3,36,54,93,3,5,16,14,18,63,30,89,,,
 ,37,2,21,5,38,44,6,19,8,0,6,456,,
4,19,34,52,98,1,51,75,15,32,38,63,,,
 ,22,18,37,39,46,1,2,24,11,7,15,203,,
5,75,43,51,31,52,31,30,97,99,53,97,,,
 ,17,41,4,20,28,16,34,0,43,27,38,362,,
6,53,19,88,8,44,1,50,0,17,12,9,,,
 ,31,45,25,7,38,18,37,50,27,32,21,487,,
Problem12,6,10,,,,,,,,,,,,
1,86,7,57,45,59,71,8,28,81,49,86,,,
 ,43,1,16,1,12,26,42,44,39,50,36,523,,
2,8,76,31,16,72,55,74,87,16,92,100,,,
 ,50,32,41,17,11,32,36,28,12,24,28,216,,
3,15,7,44,80,61,92,34,1,3,41,58,,,
 ,27,46,26,34,47,21,19,19,1,38,23,211,,
4,32,27,35,43,8,26,13,19,56,45,82,,,
 ,1,47,18,5,49,15,33,18,22,25,29,205,,
5,8,81,44,44,0,53,24,48,65,9,45,,,
 ,13,25,43,21,33,29,44,40,38,20,27,326,,
6,10,31,9,63,35,35,12,30,14,85,55,,,
 ,12,47,22,29,32,42,16,16,2,4,46,239,,
Problem13,6,10,,,,,,,,,,,,
1,21,100,44,69,23,48,3,79,55,77,18,,,
 ,45,3,43,12,35,34,20,48,40,13,5,377,,
2,63,89,39,6,86,95,46,57,81,46,20,,,
 ,33,2,11,19,13,20,14,49,43,34,27,361,,
3,80,56,27,73,51,21,36,60,74,23,100,,,
 ,39,6,34,27,6,46,44,19,45,38,23,227,,
4,75,88,20,64,82,81,79,55,64,45,47,,,
 ,10,5,20,49,19,33,27,33,31,17,13,242,,
5,17,36,32,87,29,89,4,58,59,23,90,,,
 ,46,47,42,17,1,20,0,48,0,12,50,255,,
6,26,88,40,72,57,87,84,85,26,9,33,,,
 ,38,8,16,46,11,40,29,24,24,34,14,474,,
Problem14,6,10,,,,,,,,,,,,
1,19,78,14,58,11,69,11,17,56,35,78,,,
 ,2,14,36,1,34,27,6,7,41,50,42,391,,
2,36,20,13,60,43,75,36,58,77,35,12,,,
 ,10,20,36,49,34,4,21,34,46,24,38,223,,
3,87,42,20,70,14,44,6,95,66,78,78,,,
 ,23,29,28,6,39,49,8,19,5,44,15,248,,
4,81,30,3,89,13,76,26,17,67,89,5,,,
 ,37,12,2,28,33,14,46,23,21,13,35,464,,
5,24,85,40,39,49,12,77,77,15,47,37,,,
 ,5,39,9,29,49,32,31,12,14,1,29,215,,
6,50,29,56,42,6,99,98,25,5,58,89,,,
 ,44,44,44,19,15,50,48,29,48,5,50,351,,
Problem15,6,10,,,,,,,,,,,,
1,93,66,88,84,6,40,42,3,0,84,0,,,
 ,8,23,49,26,13,49,42,14,14,31,22,337,,
2,43,41,54,14,47,4,37,57,48,42,98,,,
 ,38,17,16,2,23,37,11,33,16,42,24,305,,
3,77,4,41,7,82,94,32,52,48,3,7,,,
 ,22,28,37,39,5,34,44,3,47,33,30,262,,
4,84,76,52,60,99,82,97,22,15,63,61,,,
 ,23,42,25,1,26,33,28,2,37,2,32,298,,
5,89,1,5,18,18,99,70,91,2,93,22,,,
 ,43,20,24,0,19,32,50,22,38,45,35,440,,
6,12,9,84,27,9,82,35,26,14,58,74,,,
 ,12,26,45,23,24,1,29,27,24,42,26,269,,
Problem16,6,10,,,,,,,,,,,,
1,26,82,29,70,90,14,8,11,37,37,4,,,
 ,49,31,23,26,26,17,22,41,50,27,10,383,,
2,59,60,35,39,90,4,36,42,15,80,79,,,
 ,1,2,24,0,45,34,1,12,50,38,4,356,,
3,66,96,94,44,64,44,71,40,3,85,2,,,
 ,23,10,3,16,27,8,46,1,10,19,45,329,,
4,8,91,0,87,83,64,13,100,21,18,72,,,
 ,27,14,41,21,41,46,42,34,3,48,46,508,,
5,54,17,40,81,98,65,33,44,52,75,0,,,
 ,8,0,39,36,14,7,6,15,49,10,4,393,,
6,11,88,24,73,69,70,87,34,29,77,26,,,
 ,2,35,15,6,3,33,5,25,47,44,24,238,,
Problem17,6,10,,,,,,,,,,,,
1,26,45,43,24,83,49,65,96,66,87,37,,,
 ,16,36,28,23,18,5,40,21,1,41,39,183,,
2,99,65,29,20,57,87,38,99,86,5,91,,,
 ,22,32,11,15,1,31,9,14,48,12,31,288,,
3,70,67,6,3,36,88,31,96,59,86,38,,,
 ,18,26,26,24,13,4,25,8,7,38,13,290,,
4,65,83,8,14,51,18,61,40,50,64,6,,,
 ,15,36,29,31,42,41,46,12,41,37,1,369,,
5,17,74,10,52,20,69,30,30,0,61,85,,,
 ,32,2,4,6,40,35,3,41,29,48,28,396,,
6,98,48,25,2,54,36,87,86,89,90,7,,,
 ,7,4,7,46,47,3,14,26,50,22,30,443,,
Problem18,6,10,,,,,,,,,,,,
1,47,0,6,36,55,88,18,84,45,77,0,,,
 ,47,4,35,6,38,13,4,1,21,21,40,200,,
2,42,94,10,16,86,50,35,84,32,31,77,,,
 ,28,12,23,15,30,46,31,13,15,41,19,203,,
3,97,64,71,53,99,86,90,66,96,74,92,,,
 ,37,50,11,8,21,5,11,37,12,18,50,220,,
4,88,67,87,35,81,61,82,26,96,23,16,,,
 ,31,18,8,3,49,40,1,3,11,33,9,240,,
5,81,44,83,97,21,57,44,59,3,16,35,,,
 ,17,9,12,9,43,23,14,50,37,3,21,242,,
6,89,1,63,7,19,20,14,70,97,61,39,,,
 ,4,7,45,46,19,42,6,33,20,26,7,289,,
Problem19,6,10,,,,,,,,,,,,
1,22,77,46,23,48,32,8,4,54,41,67,,,
 ,31,46,28,0,13,23,28,7,1,30,38,220,,
2,31,50,62,13,24,6,75,81,51,59,58,,,
 ,44,40,19,27,32,10,26,42,13,15,39,305,,
3,54,52,66,75,30,32,47,49,1,86,41,,,
 ,0,35,10,38,21,17,14,5,46,9,25,249,,
4,51,21,45,29,45,85,62,30,48,23,74,,,
 ,8,2,35,17,41,50,29,2,33,38,29,203,,
5,58,21,39,91,85,4,59,19,71,97,79,,,
 ,44,16,2,37,27,46,41,32,7,1,33,469,,
6,33,67,48,87,28,48,97,85,71,0,18,,,
 ,45,5,18,43,34,11,33,19,35,27,39,194,,
Problem20,6,10,,,,,,,,,,,,
1,5,57,21,14,97,7,35,37,22,77,88,,,
 ,14,13,14,19,7,2,37,9,48,46,21,287,,
2,41,27,78,75,82,21,97,5,18,100,86,,,
 ,7,27,13,10,34,50,29,27,42,12,34,239,,
3,64,5,76,76,47,62,85,31,69,36,5,,,
 ,34,14,50,14,40,10,2,25,36,19,42,388,,
4,15,45,99,92,58,74,23,19,41,32,9,,,
 ,50,3,31,31,19,43,14,27,11,27,39,212,,
5,34,79,58,100,4,87,7,40,82,46,52,,,
 ,13,5,8,20,20,27,2,20,46,8,28,429,,
6,57,34,26,90,7,68,72,12,88,50,45,,,
 ,34,4,36,28,32,43,48,11,41,23,18,482,,
Problem21,6,12,,,,,,,,,,,,
1,61,40,5,70,30,88,0,1,88,38,31,5,2,
 ,30,1,20,1,29,46,12,15,28,25,46,23,30,307
2,80,26,84,89,86,100,29,58,94,20,50,33,69,
 ,10,6,34,50,2,27,38,37,14,26,31,21,24,488
3,43,71,1,30,59,53,84,10,59,0,67,25,45,
 ,38,25,4,8,20,9,15,14,29,27,16,17,13,475
4,56,93,97,38,45,51,29,95,65,42,35,13,15,
 ,10,18,4,17,3,4,40,49,7,39,11,39,23,418
5,44,13,21,52,9,65,50,63,13,51,68,30,17,
 ,10,5,7,32,7,1,42,39,42,16,4,31,45,312
6,96,1,0,18,8,50,22,65,43,66,95,25,64,
 ,19,6,3,50,40,24,14,38,33,7,8,22,27,279
Problem22,6,12,,,,,,,,,,,,
1,64,55,96,49,18,15,56,59,72,96,25,94,66,
 ,11,47,47,10,14,30,11,46,0,6,22,48,44,519
2,6,19,51,14,57,8,57,95,89,50,62,54,24,
 ,6,47,8,12,35,17,2,31,36,28,41,27,32,506
3,74,74,94,76,78,62,26,33,64,43,5,88,35,
 ,31,36,0,35,48,28,17,50,41,20,29,9,33,294
4,55,12,46,59,82,78,81,14,39,39,40,2,43,
 ,33,15,43,45,29,43,29,30,0,11,27,7,15,274
5,77,5,98,31,89,17,94,25,51,17,62,69,35,
 ,42,25,15,27,48,2,3,4,40,49,30,3,24,207
6,32,50,22,92,29,80,2,44,85,24,69,34,52,
 ,16,28,40,35,29,13,12,37,34,19,11,19,18,200
Problem23,6,12,,,,,,,,,,,,
1,30,61,53,84,2,22,42,53,39,97,76,61,71,
 ,7,8,44,12,42,29,42,14,22,28,31,47,4,554
2,7,88,43,95,19,14,100,98,57,69,70,12,80,
 ,0,46,39,21,47,9,31,36,27,5,15,48,42,498
3,3,21,92,21,72,68,61,83,60,72,2,65,55,
 ,30,12,10,47,29,37,18,47,25,42,2,6,27,468
4,7,53,97,73,31,58,43,49,98,62,67,17,38,
 ,25,17,32,8,13,8,26,17,41,22,2,46,13,299
5,88,54,50,19,17,42,24,82,22,60,22,85,45,
 ,3,30,20,14,39,2,48,6,48,16,50,22,31,324
6,18,91,15,44,73,16,20,57,3,60,43,82,94,
 ,9,33,6,47,16,15,35,24,22,40,44,12,37,523
Problem24,6,12,,,,,,,,,,,,
1,72,75,63,39,12,3,57,38,52,70,32,84,66,
 ,19,46,45,25,47,9,31,39,27,6,11,36,11,542
2,57,13,74,94,71,95,73,32,3,97,94,55,75,
 ,32,25,44,27,14,10,31,32,34,13,5,42,41,336
3,87,30,64,52,14,54,27,1,98,49,92,80,55,
 ,39,0,32,10,15,29,13,0,30,11,38,27,38,589
4,92,18,18,55,39,87,78,57,0,79,66,83,89,
 ,43,28,25,6,13,2,7,50,32,32,19,41,7,246
5,54,60,5,89,52,52,67,83,34,83,60,31,88,
 ,19,6,49,11,45,3,7,11,41,29,3,13,22,435
6,44,72,44,91,52,50,38,93,96,44,90,65,89,
 ,42,37,20,23,23,6,17,17,43,48,47,26,42,287
Problem25,6,12,,,,,,,,,,,,
1,50,72,40,56,2,79,100,24,66,80,73,12,2,
 ,29,7,12,0,24,36,45,50,18,16,19,27,32,314
2,80,17,98,74,37,34,81,20,48,38,66,7,61,
 ,4,25,38,27,8,25,17,0,8,20,31,22,2,402
3,42,97,18,42,14,6,29,40,74,10,68,93,67,
 ,46,21,38,6,13,9,38,19,29,5,43,28,29,418
4,36,41,51,30,41,28,77,25,74,7,38,26,66,
 ,41,26,45,28,43,0,1,9,26,11,34,27,47,323
5,51,4,24,60,66,8,34,55,43,51,16,3,74,
 ,9,38,33,10,0,47,4,39,9,12,40,26,39,150
6,24,98,64,22,79,66,34,92,7,13,57,18,11,
 ,1,32,19,45,38,32,26,28,40,41,7,32,0,392
Problem26,6,12,,,,,,,,,,,,
1,89,75,83,70,7,56,61,58,24,11,29,78,72,
 ,36,15,4,43,9,50,9,2,22,34,0,37,18,541
2,72,91,5,91,92,35,35,37,13,93,34,15,98,
 ,17,48,47,38,1,31,36,3,4,10,1,23,9,588
3,35,77,75,83,13,79,66,55,20,46,34,2,36,
 ,38,0,20,9,7,30,10,44,5,21,3,27,50,618
4,96,51,28,66,77,79,85,30,84,91,84,63,75,
 ,49,38,26,47,16,40,31,2,41,46,0,35,16,621
5,94,87,94,54,8,87,6,59,57,49,48,20,45,
 ,35,10,6,20,30,2,15,16,42,37,32,43,49,514
6,30,15,46,16,15,47,80,34,83,26,96,50,62,
 ,44,16,21,17,12,25,0,9,48,10,29,28,20,224
Problem27,6,12,,,,,,,,,,,,
1,57,80,61,60,14,74,10,80,23,70,84,8,19,
 ,27,36,48,21,43,38,50,21,48,43,46,36,46,486
2,86,34,5,10,56,6,36,44,24,42,37,53,32,
 ,37,0,44,12,49,23,33,6,35,15,12,1,45,335
3,35,81,10,72,53,65,61,3,33,74,74,46,63,
 ,14,39,16,0,4,28,39,6,32,38,18,29,25,425
4,35,94,11,7,45,81,3,51,31,25,31,25,41,
 ,45,37,44,45,36,42,14,47,11,49,35,3,34,453
5,91,91,11,30,13,16,75,61,98,61,19,65,3,
 ,22,29,23,39,41,12,4,27,25,44,41,9,24,515
6,27,44,94,46,4,16,75,30,34,6,14,31,27,
 ,36,39,11,15,48,44,11,17,27,15,47,5,12,280
Problem28,6,12,,,,,,,,,,,,
1,54,4,55,24,49,95,17,34,27,32,72,81,40,
 ,47,32,42,18,32,47,44,23,46,50,23,41,15,301
2,52,74,86,12,99,47,40,62,33,31,71,2,70,
 ,31,48,48,29,26,49,19,27,50,47,44,2,0,390
3,16,97,17,20,41,12,68,32,8,46,36,58,40,
 ,50,38,4,10,20,23,11,27,38,4,32,25,13,269
4,12,73,26,58,35,52,72,91,11,100,22,94,99,
 ,5,10,1,44,3,11,22,3,17,16,18,44,31,559
5,82,73,83,19,75,84,50,92,95,98,47,42,82,
 ,26,23,20,50,36,26,39,28,20,7,15,49,42,449
6,56,92,0,28,86,0,55,8,53,10,2,19,89,
 ,9,5,45,1,31,45,20,33,44,22,16,22,32,273
Problem29,6,12,,,,,,,,,,,,
1,36,56,56,72,3,37,73,45,92,86,37,62,28,
 ,6,38,6,40,25,32,8,18,11,6,9,38,13,329
2,65,26,73,8,22,61,90,9,63,78,97,47,90,
 ,32,22,31,22,12,1,1,49,2,48,21,19,9,183
3,36,62,10,91,97,94,7,57,28,87,91,99,71,
 ,46,36,22,22,28,49,46,46,36,5,0,36,42,369
4,74,19,21,44,18,81,80,65,88,10,87,34,37,
 ,39,15,30,18,35,20,30,50,29,15,36,16,33,203
5,49,70,63,69,95,13,81,56,58,20,57,49,22,
 ,12,33,14,10,21,34,15,8,26,43,37,16,45,311
6,93,6,31,24,15,14,77,99,9,10,51,16,63,
 ,31,40,12,10,49,34,33,31,7,45,15,11,16,419
Problem30,6,12,,,,,,,,,,,,
1,77,14,22,79,30,50,44,82,14,46,98,88,64,
 ,28,47,32,14,24,16,41,30,21,24,33,45,13,257
2,62,16,66,11,60,28,96,28,3,49,69,1,62,
 ,0,10,17,34,30,21,31,11,14,33,49,43,17,503
3,24,17,75,100,47,49,20,57,1,56,97,28,54,
 ,13,46,46,26,21,4,38,1,33,18,22,48,47,492
4,97,6,93,26,39,28,6,34,33,96,19,51,32,
 ,1,39,50,21,31,39,22,2,35,1,10,41,46,408
5,16,16,41,44,80,47,46,79,43,96,71,46,18,
 ,42,35,9,24,13,39,6,6,19,10,1,50,16,188
6,77,67,77,67,13,17,20,60,38,1,2,68,89,
 ,11,28,44,8,32,19,25,34,48,37,9,43,3,335
Problem31,6,5,,,,,,,,,,,,
1,58,32,28,52,15,70,,,,,,,,
 ,57,13,78,9,59,91,324,,,,,,,
2,83,94,32,88,30,78,,,,,,,,
 ,90,42,45,64,37,10,562,,,,,,,
3,19,70,36,8,49,78,,,,,,,,
 ,6,49,92,55,100,85,491,,,,,,,
4,81,56,2,87,96,70,,,,,,,,
 ,36,31,47,76,27,98,607,,,,,,,
5,78,92,34,46,6,83,,,,,,,,
 ,27,77,74,65,15,85,501,,,,,,,
6,80,81,70,78,42,2,,,,,,,,
 ,29,47,73,79,16,15,681,,,,,,,
Problem32,6,5,,,,,,,,,,,,
1,32,67,75,10,63,25,,,,,,,,
 ,25,55,11,96,45,77,387,,,,,,,
2,3,83,73,4,56,0,,,,,,,,
 ,48,75,59,36,45,56,282,,,,,,,
3,69,18,47,33,2,55,,,,,,,,
 ,43,52,51,49,81,79,222,,,,,,,
4,84,37,85,10,50,23,,,,,,,,
 ,68,29,21,96,52,26,282,,,,,,,
5,22,60,29,4,43,9,,,,,,,,
 ,54,78,6,46,70,38,481,,,,,,,
6,24,43,90,84,84,21,,,,,,,,
 ,46,72,23,1,39,22,345,,,,,,,
Problem33,6,5,,,,,,,,,,,,
1,37,31,56,18,39,29,,,,,,,,
 ,51,25,73,21,29,12,286,,,,,,,
2,30,47,75,61,95,10,,,,,,,,
 ,47,33,79,16,82,23,258,,,,,,,
3,11,93,19,87,82,24,,,,,,,,
 ,48,65,47,24,24,56,628,,,,,,,
4,85,54,2,84,60,49,,,,,,,,
 ,85,52,37,14,35,46,623,,,,,,,
5,0,72,92,65,54,95,,,,,,,,
 ,53,49,56,82,24,100,660,,,,,,,
6,61,23,68,45,47,91,,,,,,,,
 ,75,13,99,30,88,83,499,,,,,,,
Problem34,6,5,,,,,,,,,,,,
1,65,60,69,65,55,25,,,,,,,,
 ,0,87,99,23,51,92,420,,,,,,,
2,28,59,43,43,81,56,,,,,,,,
 ,48,9,26,70,30,2,576,,,,,,,
3,94,47,43,6,28,57,,,,,,,,
 ,83,47,92,59,16,47,286,,,,,,,
4,55,4,97,16,62,66,,,,,,,,
 ,96,97,47,4,45,69,367,,,,,,,
5,38,9,19,13,90,93,,,,,,,,
 ,25,65,2,87,26,71,612,,,,,,,
6,65,31,32,31,62,60,,,,,,,,
 ,99,32,73,34,58,30,337,,,,,,,
Problem35,6,5,,,,,,,,,,,,
1,18,50,39,96,86,45,,,,,,,,
 ,75,30,19,30,89,56,589,,,,,,,
2,1,22,87,30,62,87,,,,,,,,
 ,12,82,83,52,89,29,569,,,,,,,
3,84,66,3,73,6,3,,,,,,,,
 ,5,36,6,74,29,30,501,,,,,,,
4,83,12,50,76,65,53,,,,,,,,
 ,53,30,71,65,4,68,275,,,,,,,
5,5,10,74,45,43,21,,,,,,,,
 ,25,89,54,5,39,66,381,,,,,,,
6,43,31,84,30,30,25,,,,,,,,
 ,94,9,70,50,33,19,383,,,,,,,
Problem36,6,5,,,,,,,,,,,,
1,43,69,47,55,32,12,,,,,,,,
 ,43,23,92,72,9,37,646,,,,,,,
2,7,59,6,90,22,97,,,,,,,,
 ,87,51,78,34,94,89,696,,,,,,,
3,68,66,85,75,62,48,,,,,,,,
 ,71,22,90,44,81,72,344,,,,,,,
4,78,93,98,34,65,29,,,,,,,,
 ,59,49,15,52,73,28,480,,,,,,,
5,87,42,29,23,89,30,,,,,,,,
 ,92,58,51,0,89,87,350,,,,,,,
6,83,47,66,45,68,44,,,,,,,,
 ,79,16,42,57,52,46,632,,,,,,,
Problem37,6,5,,,,,,,,,,,,
1,95,12,35,28,7,51,,,,,,,,
 ,73,99,0,44,70,68,430,,,,,,,
2,37,99,77,11,56,34,,,,,,,,
 ,39,66,28,87,22,14,343,,,,,,,
3,78,28,29,80,64,9,,,,,,,,
 ,28,75,98,81,0,25,674,,,,,,,
4,19,10,90,61,19,46,,,,,,,,
 ,45,60,52,28,73,39,427,,,,,,,
5,85,92,63,34,6,50,,,,,,,,
 ,29,97,9,35,23,97,651,,,,,,,
6,83,10,47,20,89,64,,,,,,,,
 ,8,91,27,62,3,52,638,,,,,,,
Problem38,6,5,,,,,,,,,,,,
1,20,73,29,25,46,93,,,,,,,,
 ,18,75,64,35,44,32,379,,,,,,,
2,8,40,53,26,26,29,,,,,,,,
 ,60,38,25,75,94,4,368,,,,,,,
3,66,3,7,54,39,67,,,,,,,,
 ,26,98,65,47,69,60,537,,,,,,,
4,29,7,53,67,92,24,,,,,,,,
 ,9,12,58,18,11,22,329,,,,,,,
5,8,83,68,23,53,44,,,,,,,,
 ,87,85,29,69,30,15,297,,,,,,,
6,82,46,32,16,58,36,,,,,,,,
 ,50,52,60,91,30,39,548,,,,,,,
Problem39,6,5,,,,,,,,,,,,
1,83,28,6,35,20,85,,,,,,,,
 ,3,3,98,33,10,61,567,,,,,,,
2,74,1,93,60,88,90,,,,,,,,
 ,23,50,48,34,26,19,407,,,,,,,
3,19,7,21,50,9,38,,,,,,,,
 ,14,23,52,20,89,27,605,,,,,,,
4,37,32,48,61,75,90,,,,,,,,
 ,0,6,46,55,35,76,369,,,,,,,
5,24,11,54,59,37,68,,,,,,,,
 ,2,19,31,9,86,45,459,,,,,,,
6,72,49,51,83,48,80,,,,,,,,
 ,59,26,55,16,42,10,373,,,,,,,
Problem40,6,5,,,,,,,,,,,,
1,94,65,86,47,9,77,,,,,,,,
 ,58,96,63,61,90,38,584,,,,,,,
2,22,70,85,61,80,61,,,,,,,,
 ,54,98,26,67,83,43,581,,,,,,,
3,49,24,10,47,69,17,,,,,,,,
 ,8,72,11,96,4,100,368,,,,,,,
4,94,47,88,96,70,51,,,,,,,,
 ,0,11,100,83,3,88,370,,,,,,,
5,18,44,52,48,47,95,,,,,,,,
 ,98,46,37,59,86,21,347,,,,,,,
6,16,16,67,34,67,64,,,,,,,,
 ,8,95,100,1,76,20,447,,,,,,,
Problem41,6,10,,,,,,,,,,,,
1,28,22,72,96,64,11,63,90,30,53,55,,,
 ,53,85,57,29,76,49,8,23,44,25,93,672,,
2,87,25,15,86,46,78,82,40,95,65,37,,,
 ,42,9,74,56,23,0,58,39,35,48,8,536,,
3,7,69,20,45,5,57,7,59,80,64,4,,,
 ,39,56,8,20,60,1,61,58,24,65,50,475,,
4,90,4,66,29,50,96,37,18,75,74,46,,,
 ,80,13,5,23,5,70,94,68,73,37,81,473,,
5,40,45,24,90,27,62,91,95,46,41,65,,,
 ,97,36,60,53,76,50,46,71,67,58,66,513,,
6,89,15,42,73,24,92,61,96,22,41,89,,,
 ,57,35,69,97,10,64,24,59,70,79,56,586,,
Problem42,6,10,,,,,,,,,,,,
1,80,41,30,30,45,76,3,87,32,20,77,,,
 ,17,36,99,78,97,37,49,78,19,52,22,652,,
2,63,61,32,56,75,22,48,52,43,29,51,,,
 ,10,49,67,10,47,58,28,84,24,75,46,507,,
3,43,95,9,43,74,84,63,76,90,57,68,,,
 ,89,80,42,87,60,48,29,5,80,61,44,681,,
4,60,7,55,11,81,89,0,40,14,81,16,,,
 ,49,43,91,51,17,53,33,1,91,54,98,337,,
5,60,100,3,45,11,12,82,44,41,49,60,,,
 ,27,15,49,70,59,14,27,94,51,29,21,466,,
